chunk_id,doc_id,source_file,chunk_index,heading_guess,chunk_text,start_char,end_char,char_count,possible_legal_section,created_at
companies_act_1967_c8232023ef_chunk_0011,companies_act_1967_c8232023ef,Companies Act 1967.pdf,11,[Page 12],"Division 6 — [Repealed by S 236/2002]
107 (Repealed)
108 (Repealed)
109 (Repealed)
110 (Repealed)

[Page 12]
Singapore Statutes Online
Current version as at 17 May 2026
PDF created date on: 17 May 2026
111 (Repealed)
112 (Repealed)
113 (Repealed)
113A (Repealed)
114 (Repealed)
115 (Repealed)
116 (Repealed)
117 (Repealed)
118 (Repealed)
119 (Repealed)
120 (Repealed)
Division 7 — Title and transfers
121 Nature of shares
122 Numbering of shares
123 Certificate to be evidence of title
124 Company may have duplicate common seal
125 Loss or destruction of certificates
126 Transfer of shares in private companies
127 Transfer of debentures in private companies",8714,9374,660,False,2026-05-19T15:42:45.565528+00:00
companies_act_1967_c8232023ef_chunk_0012,companies_act_1967_c8232023ef,Companies Act 1967.pdf,12,[Page 13],"icates
126 Transfer of shares in private companies
127 Transfer of debentures in private companies

[Page 13]
Singapore Statutes Online
Current version as at 17 May 2026
PDF created date on: 17 May 2026
128 Registration of transfer at request of transferor by private
companies
128A (Repealed)
129 Notice of refusal to register transfer by private companies
130 Transfer of shares and debentures in public companies
130AA Registration of transfer at request of transferor by public
companies
130AB Notice of refusal to register transfer by public companies
130AC Transfer by personal representative
130AD Certification of prima facie title
130AE Duties of company with respect to issue of certificates and
default in issue of certificates
Division 7A — [Repealed by Act 36 of 2014]
130A (Repealed)
130B (Repealed)
130C (Repealed)
130CA (Repealed)
130D (Repealed)
130E (Repealed)
130F (Repealed)
130G (Repealed)",9276,10186,910,False,2026-05-19T15:42:45.565528+00:00
companies_act_1967_c8232023ef_chunk_0013,companies_act_1967_c8232023ef,Companies Act 1967.pdf,13,[Page 14],")
130C (Repealed)
130CA (Repealed)
130D (Repealed)
130E (Repealed)
130F (Repealed)
130G (Repealed)

[Page 14]
Singapore Statutes Online
Current version as at 17 May 2026
PDF created date on: 17 May 2026
130H (Repealed)
130I (Repealed)
130J (Repealed)
130K (Repealed)
130L (Repealed)
130M (Repealed)
130N (Repealed)
130O (Repealed)
130P (Repealed)
Division 8 — Registration of charges
131 Registration of charges
132 Duty to register charges
133 Duty of company to register charges existing on property
acquired
134 Register of charges to be kept by Registrar
135 Endorsement of certificate of registration on debentures
136 Entries of satisfaction and release of property from charge
137 Extension of time and rectification of register of charges
138 Company to keep copies of charging instruments and register of
charges
139 Documents made out of Singapore",10088,10945,857,False,2026-05-19T15:42:45.565528+00:00
companies_act_1967_c8232023ef_chunk_0014,companies_act_1967_c8232023ef,Companies Act 1967.pdf,14,[Page 15],"to keep copies of charging instruments and register of
charges
139 Documents made out of Singapore

[Page 15]
Singapore Statutes Online
Current version as at 17 May 2026
PDF created date on: 17 May 2026
140 Charges, etc., created before 29 December 1967
141 Application of Division
Part 5 MANAGEMENT AND ADMINISTRATION
Division 1 — Office and name
142 Registered office of company
143 Office hours
144 Publication of name and registration number
Division 2 — Directors and officers
145 Directors
145A Acting as nominee director
146 Restrictions on appointment or advertisement of director
147 Qualification of director
148 Restriction on undischarged bankrupt
149 Disqualification of unfit directors of insolvent companies
149A Disqualification of directors of companies wound up on grounds
of national security or interest
149B Appointment of directors by ordinary resolution
150 Appointment of directors to be voted on individually
151 Validity of acts of directors and officers
152 Removal of directors",10847,11852,1005,False,2026-05-19T15:42:45.565528+00:00
companies_act_1967_c8232023ef_chunk_0015,companies_act_1967_c8232023ef,Companies Act 1967.pdf,15,[Page 16],"o be voted on individually
151 Validity of acts of directors and officers
152 Removal of directors

[Page 16]
Singapore Statutes Online
Current version as at 17 May 2026
PDF created date on: 17 May 2026
153 (Repealed)
154 Disqualification to act as director on conviction of certain offences
155 Disqualification for persistent default in relation to delivery of
documents to Registrar
155A Disqualification for being director in not less than 3 companies
which were struck off within 5-year period
155B Debarment for default of relevant requirement of this Act
155C Disqualification under Limited Liability Partnerships Act 2005
155D Disqualification under VCC Act
155E Debarment under VCC Act
156 Disclosure of interests in transactions, property, offices, etc.
157 As to the duty and liability of officers
157A Powers of directors
157B Director declarations where company has one director
157C Use of information and advice
158 Disclosure of company information by certain directors
159 Power of directors to have regard to interest of its employees,
members and rulings of Securities Industry Council
160 Approval of company required for disposal by directors of
company’s undertaking or property
160A (Repealed)
160B (Repealed)",11754,12986,1232,False,2026-05-19T15:42:45.565528+00:00
companies_act_1967_c8232023ef_chunk_0016,companies_act_1967_c8232023ef,Companies Act 1967.pdf,16,[Page 17],"red for disposal by directors of
company’s undertaking or property
160A (Repealed)
160B (Repealed)

[Page 17]
Singapore Statutes Online
Current version as at 17 May 2026
PDF created date on: 17 May 2026
160C (Repealed)
160D (Repealed)
161 Approval of company required for issue of shares by directors
162 Loans and quasi-loans to directors, credit transactions and
related arrangements
163 Approval of company required for loans and quasi-loans to, and
credit transactions for benefit of, persons connected with directors of
lending company, etc.
163A Exception for expenditure on defending proceedings, etc.
163B Exception for expenditure in connection with regulatory action
or investigation
164 Register of director’s and chief executive officer’s shareholdings
164A Power to require disclosure of directors’ emoluments
165 General duty to make disclosure
166 (Repealed)
167 (Repealed)
168 Payments to director for loss of office, etc.
169 Provision and improvement of director’s emoluments
170 (Repealed)
171 Secretary
172 Provision protecting officers from liability
172A Provision of insurance",12888,13987,1099,False,2026-05-19T15:42:45.565528+00:00
companies_act_1967_c8232023ef_chunk_0017,companies_act_1967_c8232023ef,Companies Act 1967.pdf,17,[Page 18],"[Page 18]
Singapore Statutes Online
Current version as at 17 May 2026
PDF created date on: 17 May 2026
172B Third party indemnity
173 Registers of directors, chief executive officers, secretaries and
auditors
173A Duty of company to provide information on directors, chief
executive officers, secretaries and auditors
173B Duty of directors, chief executive officers, secretaries and
auditors to provide information to company
173C Duty of company to keep consents of directors and secretaries
173D Saving and transitional provisions for existing particulars of
directors, chief executive officers, secretaries and auditors before 3
January 2016
173E Self-notification in certain circumstances
173F Amendment of register by Registrar to indicate death or
disqualification
173G Transitional provision on keeping of contact address and
residential address of director, chief executive officer or secretary
173H Penalty for breach under sections 173, 173A, 173B and 173C
173I Transitional provisions for old registers of directors, managers,
secretaries and auditors
Division 3 — Meetings and proceedings
173J Arrangements for meetings
174 Statutory meeting and statutory report",13989,15164,1175,False,2026-05-19T15:42:45.565528+00:00
companies_act_1967_c8232023ef_chunk_0018,companies_act_1967_c8232023ef,Companies Act 1967.pdf,18,[Page 18],"Meetings and proceedings
173J Arrangements for meetings
174 Statutory meeting and statutory report
175 Annual general meeting",15066,15191,125,False,2026-05-19T15:42:45.565528+00:00
companies_act_1967_c8232023ef_chunk_0019,companies_act_1967_c8232023ef,Companies Act 1967.pdf,19,[Page 19],"3J Arrangements for meetings
174 Statutory meeting and statutory report
175 Annual general meeting

[Page 19]
Singapore Statutes Online
Current version as at 17 May 2026
PDF created date on: 17 May 2026
175A When private company need not hold annual general meeting
176 Convening of extraordinary general meeting on requisition
177 Calling of meetings
178 Right to demand a poll
179 Quorum, chairperson, voting, etc., at meetings
180 As to member’s rights at meetings
181 Proxies
182 Power of Court to order meeting
183 Circulation of members’ resolutions, etc.
184 Special resolutions
184A Passing of resolutions by written means
184B Requirements for passing of resolutions by written means
184C Where directors seek agreement to resolution by written means
184D Members may require general meeting for resolution
184DA Period for agreeing to written resolution
184E Company’s duty to notify members that resolution passed by
written means
184F Recording of resolutions passed by written means
184G Resolutions of one member companies
185 Resolution requiring special notice",15093,16169,1076,False,2026-05-19T15:42:45.565528+00:00
companies_act_1967_c8232023ef_chunk_0020,companies_act_1967_c8232023ef,Companies Act 1967.pdf,20,[Page 20],"by written means
184G Resolutions of one member companies
185 Resolution requiring special notice

[Page 20]
Singapore Statutes Online
Current version as at 17 May 2026
PDF created date on: 17 May 2026
186 Registration and copies of certain resolutions
187 Resolutions at adjourned meetings
188 Minutes of proceedings
189 Inspection of minute books
Division 4 — Register of members kept by public company
189A Application and interpretation of Division
190 Register and index of members of public companies
191 Where register to be kept
192 Inspection and closing of register
193 Consequences of default by agent
194 Power of Court to rectify register
195 Limitation of liability of trustee, etc., registered as holder of
shares
196 Branch registers
Division 4A — Electronic register of members kept by Registrar
196A Electronic register of members
196B Information to be provided by pre-existing private companies
196C Application of sections 194 and 195
196D Maintenance of old register of members
196E Transitional provision on keeping of residential address and
contact address of members of private company",16072,17183,1111,False,2026-05-19T15:42:45.565528+00:00
companies_act_1967_c8232023ef_chunk_0021,companies_act_1967_c8232023ef,Companies Act 1967.pdf,21,[Page 21],"onal provision on keeping of residential address and
contact address of members of private company

[Page 21]
Singapore Statutes Online
Current version as at 17 May 2026
PDF created date on: 17 May 2026
Division 5 — Annual return
197 Annual return by companies
198 Financial year of company
Part 6 FINANCIAL STATEMENTS AND AUDIT
Division 1 — Financial statements
199 Accounting records and systems of control
200 (Repealed)
200A (Repealed)
201 Financial statements and consolidated financial statements
201A Certain dormant companies exempted from duty to prepare
financial statements
201AA Retention of documents laid before company at annual
general meeting
201B Audit committees
201C When directors need not lay financial statements before
company
202 Relief from requirements as to form and content of financial
statements and directors’ statement
202A Voluntary revision of defective financial statements, or
consolidated financial statements or balance sheet
202B Registrar’s application to Court in respect of defective financial
statements, or consolidated financial statements and balance sheet",17085,18188,1103,False,2026-05-19T15:42:45.565528+00:00
companies_act_1967_c8232023ef_chunk_0022,companies_act_1967_c8232023ef,Companies Act 1967.pdf,22,[Page 22],"respect of defective financial
statements, or consolidated financial statements and balance sheet

[Page 22]
Singapore Statutes Online
Current version as at 17 May 2026
PDF created date on: 17 May 2026
203 Members of company entitled to financial statements, etc.
203A Provision of summary financial statement to members
204 Penalty
Division 2 — Audit
205 Appointment and remuneration of auditors
205AA Resignation of non-public interest company auditors
205AB Resignation of auditor of public interest company or
subsidiary company of public interest company
205AC Written statement to be disseminated unless application to
Court made
205AD Court may order written statement not to be sent out
205AE Privilege against defamation
205AF Appointment of new auditor in place of resigning auditor
205A Certain companies exempt from obligation to appoint auditors
205B Dormant company exempt from audit requirements
205C Small company exempt from audit requirements
205D Registrar may require company exempt from audit
requirements to lodge audited financial statements
206 Auditors’ remuneration
207 Powers and duties of auditors as to reports on financial
statements",18091,19254,1163,False,2026-05-19T15:42:45.565528+00:00
companies_act_1967_c8232023ef_chunk_0023,companies_act_1967_c8232023ef,Companies Act 1967.pdf,23,[Page 23],"206 Auditors’ remuneration
207 Powers and duties of auditors as to reports on financial
statements

[Page 23]
Singapore Statutes Online
Current version as at 17 May 2026
PDF created date on: 17 May 2026
208 Auditors and other persons to enjoy qualified privilege in certain
circumstances
208A Provisions indemnifying auditors
209 Duties of auditors to trustee for debenture holders
209A Interpretation of this Part
209B (Repealed)
Part 7 ARRANGEMENTS, RECONSTRUCTIONS AND AMALGAMATIONS
210 Power to compromise with creditors, members and holders of
units of shares
211 Information as to compromise with creditors, members and
holders of units of shares of company
211A (Repealed)
211B (Repealed)
211C (Repealed)
211D (Repealed)
211E (Repealed)
211F (Repealed)
211G (Repealed)
211H (Repealed)
211I (Repealed)
211J (Repealed)",19156,19979,823,False,2026-05-19T15:42:45.565528+00:00
companies_act_1967_c8232023ef_chunk_0024,companies_act_1967_c8232023ef,Companies Act 1967.pdf,24,[Page 24],"d)
211E (Repealed)
211F (Repealed)
211G (Repealed)
211H (Repealed)
211I (Repealed)
211J (Repealed)

[Page 24]
Singapore Statutes Online
Current version as at 17 May 2026
PDF created date on: 17 May 2026
212 Approval of compromise or arrangement by Court
213 (Repealed)
214 (Repealed)
215 Power to acquire shares of shareholders dissenting from scheme
or contract approved by 90% majority
215AA Joint offers
215AB Effect of impossibility, etc., of communicating or accepting
offer made under scheme or contract
215A Amalgamations
215B Amalgamation proposal
215C Manner of approving amalgamation proposal
215D Short form amalgamation
215E Registration of amalgamation
215F Notice of amalgamation, etc.
215G Effect of amalgamations
215H Power of Court in certain cases
215I Solvency statement in relation to amalgamating company and
offence for making false statement
215J Solvency statement in relation to amalgamated company and
offence for making false statement
215K Transfer of money or other consideration paid under terms of
amalgamation to Official Receiver",19881,20943,1062,False,2026-05-19T15:42:45.565528+00:00
companies_act_1967_c8232023ef_chunk_0025,companies_act_1967_c8232023ef,Companies Act 1967.pdf,25,[Page 25],"15K Transfer of money or other consideration paid under terms of
amalgamation to Official Receiver

[Page 25]
Singapore Statutes Online
Current version as at 17 May 2026
PDF created date on: 17 May 2026
216 Personal remedies in cases of oppression or injustice
216A Derivative or representative actions
216B Evidence of shareholders’ approval not decisive — Court
approval to discontinue action under section 216A
Part 8
217 (Repealed)
218 (Repealed)
219 (Repealed)
220 (Repealed)
221 (Repealed)
222 (Repealed)
223 (Repealed)
224 (Repealed)
225 (Repealed)
226 (Repealed)
227 (Repealed)
Part 8A
227AA (Repealed)
227A (Repealed)
227B (Repealed)

[Page 26]
Singapore Statutes Online
Current version as at 17 May 2026
PDF created date on: 17 May 2026
227C (Repealed)
227D (Repealed)
227E (Repealed)
227F (Repealed)
227G (Repealed)
227H (Repealed)
227HA (Repealed)
227I (Repealed)
227J (Repealed)
227K (Repealed)
227L (Repealed)
227M (Repealed)
227N (Repealed)
227O (Repealed)
227P (Repealed)
227Q (Repealed)
227R (Repealed)
227S (Repealed)
227T (Repealed)
227U (Repealed)",20845,21912,1067,False,2026-05-19T15:42:45.565528+00:00
companies_act_1967_c8232023ef_chunk_0026,companies_act_1967_c8232023ef,Companies Act 1967.pdf,26,[Page 27],"d)
227P (Repealed)
227Q (Repealed)
227R (Repealed)
227S (Repealed)
227T (Repealed)
227U (Repealed)

[Page 27]
Singapore Statutes Online
Current version as at 17 May 2026
PDF created date on: 17 May 2026
227V (Repealed)
227W (Repealed)
227X (Repealed)
Part 9 INVESTIGATIONS
228 Application of this Part
229 Interpretation
230 Power to declare company or foreign company
231 Appointment of inspectors for declared companies
232 Investigation of affairs of company by inspectors at direction of
Minister
233 As to reports of inspectors
234 (Repealed)
235 Investigation of affairs of related corporation
236 Procedure and powers of inspector
237 As to costs of investigations
238 Report of inspector to be admissible in evidence
239 Powers of inspector in relation to a declared company
240 Suspension of actions and proceedings by declared company
241 Winding up of company
242 Penalties",21814,22698,884,False,2026-05-19T15:42:45.565528+00:00
companies_act_1967_c8232023ef_chunk_0027,companies_act_1967_c8232023ef,Companies Act 1967.pdf,27,[Page 28],"Suspension of actions and proceedings by declared company
241 Winding up of company
242 Penalties

[Page 28]
Singapore Statutes Online
Current version as at 17 May 2026
PDF created date on: 17 May 2026
243 Appointment and powers of inspectors to investigate ownership of
company
244 Power to require information as to persons interested in shares or
debentures
245 Power to impose restrictions on shares or debentures
246 Inspectors appointed in other countries
Part 10 DISSOLUTION
Division 1 — [Repealed by Act 40 of 2018]
247 (Repealed)
248 (Repealed)
249 (Repealed)
250 (Repealed)
251 (Repealed)
252 (Repealed)
Division 2 — [Repealed by Act 40 of 2018]
Subdivision 1 [Repealed by Act 40 of 2018]
253 (Repealed)
254 (Repealed)
255 (Repealed)
256 (Repealed)
257 (Repealed)

[Page 29]
Singapore Statutes Online
Current version as at 17 May 2026
PDF created date on: 17 May 2026
258 (Repealed)
259 (Repealed)
260 (Repealed)
261 (Repealed)
262 (Repealed)
Subdivision 2 [Repealed by Act 40 of 2018]
263 (Repealed)
264 (Repealed)
265 (Repealed)
266 (Repealed)
267 (Repealed)
268 (Repealed)
269 (Repealed)
270 (Repealed)
271 (Repealed)
272 (Repealed)
273 (Repealed)
274 (Repealed)
275 (Repealed)
276 (Repealed)",22601,23806,1205,False,2026-05-19T15:42:45.565528+00:00
companies_act_1967_c8232023ef_chunk_0028,companies_act_1967_c8232023ef,Companies Act 1967.pdf,28,[Page 30],"epealed)
271 (Repealed)
272 (Repealed)
273 (Repealed)
274 (Repealed)
275 (Repealed)
276 (Repealed)

[Page 30]
Singapore Statutes Online
Current version as at 17 May 2026
PDF created date on: 17 May 2026
Subdivision 3 [Repealed by Act 40 of 2018]
277 (Repealed)
278 (Repealed)
Subdivision 4 [Repealed by Act 40 of 2018]
279 (Repealed)
280 (Repealed)
281 (Repealed)
282 (Repealed)
283 (Repealed)
284 (Repealed)
285 (Repealed)
286 (Repealed)
287 (Repealed)
288 (Repealed)
289 (Repealed)
Division 3 — [Repealed by Act 40 of 2018]
Subdivision 1 [Repealed by Act 40 of 2018]
290 (Repealed)
291 (Repealed)
292 (Repealed)

[Page 31]
Singapore Statutes Online
Current version as at 17 May 2026
PDF created date on: 17 May 2026
293 (Repealed)
Subdivision 2 [Repealed by Act 40 of 2018]
294 (Repealed)
295 (Repealed)
Subdivision 3 [Repealed by Act 40 of 2018]
296 (Repealed)
297 (Repealed)
298 (Repealed)
299 (Repealed)
Subdivision 4 [Repealed by Act 40 of 2018]
300 (Repealed)
301 (Repealed)
302 (Repealed)
303 (Repealed)
304 (Repealed)
305 (Repealed)
306 (Repealed)
307 (Repealed)
308 (Repealed)
309 (Repealed)",23708,24809,1101,False,2026-05-19T15:42:45.565528+00:00
companies_act_1967_c8232023ef_chunk_0029,companies_act_1967_c8232023ef,Companies Act 1967.pdf,29,[Page 32],"epealed)
304 (Repealed)
305 (Repealed)
306 (Repealed)
307 (Repealed)
308 (Repealed)
309 (Repealed)

[Page 32]
Singapore Statutes Online
Current version as at 17 May 2026
PDF created date on: 17 May 2026
310 (Repealed)
311 (Repealed)
312 (Repealed)
Division 4 — Provisions applicable to every mode of winding up
Subdivision 1 [Repealed by Act 40 of 2018]
313 (Repealed)
314 (Repealed)
315 (Repealed)
316 (Repealed)
317 (Repealed)
318 (Repealed)
319 (Repealed)
320 (Repealed)
321 (Repealed)
322 (Repealed)
322A (Repealed)
323 (Repealed)
324 (Repealed)
325 (Repealed)
326 (Repealed)

[Page 33]
Singapore Statutes Online
Current version as at 17 May 2026
PDF created date on: 17 May 2026
Subdivision 2 [Repealed by Act 40 of 2018]
327 (Repealed)
328 (Repealed)
Subdivision 3 [Repealed by Act 40 of 2018]
329 (Repealed)
330 (Repealed)
331 (Repealed)
332 (Repealed)
333 (Repealed)
334 (Repealed)
335 (Repealed)
Subdivision 4 [Repealed by Act 40 of 2018]
336 (Repealed)
337 (Repealed)
338 (Repealed)
339 (Repealed)
340 (Repealed)
341 (Repealed)
342 (Repealed)
Subdivision 5 Dissolution",24711,25789,1078,False,2026-05-19T15:42:45.565528+00:00
